Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars,Director,Writer,Cast,Country of Origin,Languages
2005.0,Harry Potter and the Goblet of Fire,150000000,290201752,887070413,7.7,157,Adventure,81.0,Mike Newell,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Eric Sykes']",Mike Newell,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes, Timothy Spall, David Tennant, Mark Williams, James Phelps, Oliver Phelps, Bonnie Wright, Jeff Rawle, Robert Pattinson, Jason Isaacs, Tom Felton, Stanislav Yanevski, Robert Hardy, Philip Rham, Olivia Higginbottom",United Kingdom,"English, French, Latin"
2016.0,Moana,150000000,248757044,634965560,7.6,107,Animation,81.0,Ron Clements,"['John Musker', 'Don Hall', 'Chris Williams', ""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison']","Ron Clements, John Musker, Don Hall","Jared Bush, Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush, Mladen Badovinac, Chris Jackson",United States,"English, French"
2021.0,Shang-Chi and the Legend of the Ten Rings,150000000,224543292,418148439,7.4,132,Action,71.0,Destin Daniel Cretton,"['Simu Liu', 'Awkwafina', 'Tony Leung Chiu-wai', 'Ben Kingsley']",Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham","Simu Liu, Awkwafina, Tony Leung Chiu-wai, Ben Kingsley, Meng'er Zhang, Fala Chen, Michelle Yeoh, Wah Yuen, Florian Munteanu, Andy Le, Paul W. He, Jayden Zhang, Elodie Fong, Arnold Sun, Stephanie Hsu, Kunal Dudheker, Tsai Chin, Jodi Long",United States,"English, Mandarin"
2007.0,Ratatouille,150000000,206445654,626549695,8.1,111,Animation,96.0,Brad Bird,"['Jan Pinkava', 'Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm']","Brad Bird, Jan Pinkava","Brad Bird, Jan Pinkava, Jim Capobianco","Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm, Brian Dennehy, Peter Sohn, Peter O'Toole, Janeane Garofalo, Will Arnett, Julius Callahan, James Remar, John Ratzenberger, Teddy Newton, Tony Fucile, Jake Steinfeld, Brad Bird, Stéphane Roux, Jack Bird",United States,"English, French"
2005.0,Batman Begins,150000000,205343774,358858124,8.2,140,Action,70.0,Christopher Nolan,"['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson']",Christopher Nolan,"Bob Kane, David S. Goyer, Christopher Nolan","Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Linus Roache, Mark Boone Junior, Morgan Freeman, Larry Holden, Gerard Murphy, Colin McFarlane, Sara Stewart, Gus Lewis, Richard Brake",United States,"English, Mandarin"
2017.0,Dunkirk,150000000,190068280,519452014,7.8,106,Action,94.0,Christopher Nolan,"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy']",Christopher Nolan,Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy, Damien Bonnard, Aneurin Barnard, Lee Armstrong, James Bloor, Tom Glynn-Carney, Jack Lowden, Luke Thompson, Michel Biel, Constantin Balsan, Billy Howle, Mikey Collins, Callum Blake, Dean Ridge, Bobby Lockwood",United Kingdom,"English, French, German"
2015.0,Mad Max: Fury Road,150000000,153636354,367457874,8.1,120,Action,90.0,George Miller,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zoë Kravitz']",George Miller,"George Miller, Brendan McCarthy, Nick Lathouris","Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson, Jennifer Hagan, Megan Gale, Melissa Jaffer",Australia,"English, Russian"
2018.0,Ready Player One,150000000,137690172,579055653,7.4,140,Action,64.0,Steven Spielberg,"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe']",Steven Spielberg,"Zak Penn, Ernest Cline","Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe, T.J. Miller, Simon Pegg, Mark Rylance, Philip Zhao, Win Morisaki, Hannah John-Kamen, Ralph Ineson, Susan Lynch, Clare Higgins, Laurence Spellman, Perdita Weeks, Joel MacCormack, Kit Connor, Leo Heller",United States,"English, Japanese"
2004.0,Troy,150000000,133298577,483152040,7.3,163,Drama,56.0,Wolfgang Petersen,"['Brad Pitt', 'Eric Bana', 'Orlando Bloom', 'Julian Glover']",Wolfgang Petersen,"Homer, David Benioff","Brad Pitt, Eric Bana, Orlando Bloom, Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis, Jacob Smith, John Shrapnel, Brendan Gleeson, Diane Kruger, Siri Svegler, Lucie Barat, Ken Bones, Manuel Cauchi, Mark Lewis Jones, Garrett Hedlund, Sean Bean",United States,English
2014.0,How to Train Your Dragon 2,145000000,177002924,614586270,7.8,102,Animation,77.0,Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson']",Dean DeBlois,"Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington, Kieron Elliott, Philip McGrade, Andrew Ableson, Gideon Emery, Simon Kassianides, Randy Thom, Julian Stone",United States,English
2012.0,Rise of the Guardians,145000000,103412758,306900902,7.2,97,Animation,58.0,Peter Ramsey,"['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']",Peter Ramsey,"David Lindsay-Abaire, William Joyce","Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine, Jude Law, Dakota Goyo, Khamani Griffin, Kamil McFadden, Georgie Grieve, Emily Nordwind, Jacob Bertrand, Olivia Mattingly, Dominique Grund, Ryan Crego, April Lawrence, Peter Ramsey, Isabella Blake-Thomas, Stuart Allan",United States,"English, French"
2009.0,Star Trek,140000000,257730019,386839614,7.9,127,Action,82.0,J,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg', 'Leonard Nimoy']",J.J. Abrams,"Roberto Orci, Alex Kurtzman, Gene Roddenberry","Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldana, John Cho, Anton Yelchin, Ben Cross, Winona Ryder, Chris Hemsworth, Jennifer Morrison, Rachel Nichols, Faran Tahir, Clifton Collins Jr., Tony Elias",United States,English
2002.0,Spider-Man,139000000,403706375,821706375,7.4,121,Action,73.0,Sam Raimi,"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']",Sam Raimi,"Stan Lee, Steve Ditko, David Koepp","Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Gerry Becker, Bill Nunn, Jack Betts, Stanley Anderson, Ron Perkins, Michael Papajohn, K.K. Dodds, Ted Raimi, Bruce Campbell, Elizabeth Banks",United States,English
2009.0,Watchmen,138000000,107509799,186976250,7.6,162,Action,56.0,Zack Snyder,"['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']",Zack Snyder,"Dave Gibbons, David Hayter, Alex Tse","Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman, Billy Crudup, Matthew Goode, Jeffrey Dean Morgan, Matt Frewer, Stephen McHattie, Laura Mennell, Rob LaBelle, Gary Houston, James M. Connor, Mary Ann Burger, John Shaw, Robert Wisden, Jerry Wasserman, Don Thompson",United States,English
2013.0,The Hunger Games: Catching Fire,130000000,424668047,864868047,7.5,146,Action,76.0,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Philip Seymour Hoffman']",Francis Lawrence,"Simon Beaufoy, Michael Arndt, Suzanne Collins","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman, Jack Quaid, Taylor St. Clair, Sandra Ellis Lafferty, Woody Harrelson, Paula Malcomson, Willow Shields, Donald Sutherland, Elizabeth Banks, Brooke Bundy, Nelson Ascencio, Lenny Kravitz, Stanley Tucci, Afemo Omilami, Kimberley Drummond",United States,English
2004.0,Harry Potter and the Prisoner of Azkaban,130000000,249757726,789592708,7.9,142,Adventure,82.0,Alfonso Cuarón,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Richard Griffiths']",Alfonso Cuarón,"J.K. Rowling, Steve Kloves","Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths, Pam Ferris, Fiona Shaw, Harry Melling, Adrian Rawlins, Geraldine Somerville, Lee Ingleby, Lenny Henry, Jimmy Gardner, Gary Oldman, Jim Tavaré, Robert Hardy, Abby Ford, Oliver Phelps, James Phelps",United Kingdom,"English, Latin, Old English"
2007.0,The Bourne Ultimatum,130000000,227471070,444043396,8.0,115,Action,85.0,Paul Greengrass,"['Matt Damon', 'Edgar Ramírez', 'Joan Allen', 'Julia Stiles']",Paul Greengrass,"Tony Gilroy, Scott Z. Burns, George Nolfi","Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles, David Strathairn, Scott Glenn, Paddy Considine, Albert Finney, Tom Gallop, Corey Johnson, Daniel Brühl, Joey Ansah, Colin Stinton, Dan Fredenburgh, Lucy Liemann, Bryan Reents, Arkie Reece, John Roberson",United States,"English, Russian, French, Spanish, Arabic, Italian"
2008.0,Kung Fu Panda,130000000,215434591,631910531,7.6,92,Animation,74.0,Mark Osborne,"['John Stevenson', 'Jack Black', 'Ian McShane', 'Angelina Jolie', 'Dustin Hoffman']","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Randall Duk Kim, James Hong, Dan Fogler, Michael Clarke Duncan, Wayne Knight, Kyle Gass, JR Reed, Laura Kightlinger, Tanya Haden, Stephen Kearin",United States,English
2010.0,Megamind,130000000,148415853,321887208,7.3,95,Animation,63.0,Tom McGrath,"['Will Ferrell', 'Jonah Hill', 'Brad Pitt', 'Tina Fey']",Tom McGrath,"Alan Schoolcraft, Brent Simons","Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey, David Cross, Ben Stiller, Justin Theroux, Jessica Schulte, Tom McGrath, Emily Nordwind, J.K. Simmons, Ella Stiller, Quinn Dempsey Stiller, Brian Hopkins, Christopher Knights, Mike Mitchell, Jasper Johannes Andrews, Jack Blessing",United States,English
2011.0,The Adventures of Tintin,130000000,77591831,373993951,7.3,107,Animation,68.0,Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Simon Pegg']",Steven Spielberg,"Hergé, Steven Moffat, Edgar Wright","Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg, Nick Frost, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr, Enn Reitel, Mackenzie Crook, Tony Curran, Sonje Fortag, Cary Elwes, Phillip Rhys Chaudhary, Ron Bottitta, Mark Ivanir, Nathan Meister",United States,English
2019.0,How to Train Your Dragon: The Hidden World,129000000,160799505,522747474,7.4,104,Animation,71.0,Dean DeBlois,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett']",Dean DeBlois,"Dean DeBlois, Cressida Cowell","Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett, Gerard Butler, Craig Ferguson, Jonah Hill, Christopher Mintz-Plasse, Kristen Wiig, Kit Harington, Justin Rupple, Robin Atkin Downes, Kieron Elliott, Julia Emelin, Gideon Emery, Ashley Jensen, AJ Kane, Ólafur Darri Ólafsson",United States,English
2017.0,Logan,127000000,226277068,614202315,8.1,137,Action,77.0,James Mangold,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook']",James Mangold,"James Mangold, Scott Frank, Michael Green","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook, Stephen Merchant, Elizabeth Rodriguez, Richard E. Grant, Eriq La Salle, Elise Neal, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Reynaldo Gallegos, Krzysztof Soszynski, Stephen Dunlevy, Daniel Bernhardt, Ryan Sturz",United States,"English, Spanish"
2011.0,Fast Five,125000000,210031325,630163454,7.3,130,Action,66.0,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']",Justin Lin,"Chris Morgan, Gary Scott Thompson","Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Tyrese Gibson, Ludacris, Matt Schulze, Sung Kang, Gal Gadot, Tego Calderon, Don Omar, Joaquim de Almeida, Elsa Pataky, Michael Irby, Fernando Chien, Alimi Ballard, Yorgo Constantine, Geoff Meed",United States,"English, Portuguese, Spanish, Italian, French"
2011.0,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,7.4,129,Action,48.0,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']",Guy Ritchie,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle","Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams, Noomi Rapace, Stephen Fry, Paul Anderson, Kelly Reilly, Geraldine James, Eddie Marsan, William Houston, Wolf Kahler, Iain Mitchell, Jack Laskey, Patricia Slater, Karima McAdams, Richard Cunningham, Marcus Shakesheff",United States,"English, French, Italian, German, Romany"
2012.0,Life of Pi,120000000,124987022,619310368,7.9,127,Adventure,79.0,Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']",Ang Lee,"Yann Martel, David Magee","Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu, Ayush Tandon, Gautam Belur, Ayaan Khan, Mohd. Abbas Khaleeli, Vibish Sivakumar, Rafe Spall, Gérard Depardieu, James Saito, Jun Naito, Andrea Di Stefano, Shravanthi Sainath, Elie Alouf, Padmini Ramachandran, T.M. Karthik Srinivasan",United States,"English, Hindi, Japanese, French"
2018.0,Deadpool 2,110000000,324591735,786362370,7.6,119,Action,66.0,David Leitch,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison']",David Leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds","Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz, T.J. Miller, Leslie Uggams, Karan Soni, Brianna Hildebrand, Jack Kesy, Eddie Marsan, Shioli Kutsuna, Stefan Kapicic, Randal Reeder, Nikolai Witschl, Thayr Harris, Rob Delaney, Lewis Tan",United States,"English, Cantonese, Spanish, Russian"
2013.0,Gravity,110000000,274092705,688214291,7.7,91,Drama,96.0,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']",Alfonso Cuarón,"Alfonso Cuarón, Jonás Cuarón","Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren, Basher Savage",United Kingdom,"English, Greenlandic"
2000.0,The Patriot,110000000,113330342,215300000,7.2,165,Action,63.0,Roland Emmerich,"['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs']",Roland Emmerich,Robert Rodat,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs, Chris Cooper, Tchéky Karyo, Rene Auberjonois, Lisa Brenner, Tom Wilkinson, Donal Logue, Leon Rippy, Adam Baldwin, Jay Arlen Jones, Joey D. Vieira, Gregory Smith, Mika Boorem, Skye McCole Bartusiak, Trevor Morgan",United States,"English, French"
2015.0,The Martian,108000000,228433663,655111538,8.0,144,Adventure,80.0,Ridley Scott,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Kate Mara']",Ridley Scott,"Drew Goddard, Andy Weir","Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara, Jeff Daniels, Michael Peña, Sean Bean, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Benedict Wong, Mackenzie Davis, Donald Glover, Nick Mohammed, Shu Chen, Eddy Ko, Enzo Cilenti, Jonathan Aris",United States,"English, Mandarin"
2000.0,Gladiator,103000000,187683805,456435588,8.5,155,Action,67.0,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']",Ridley Scott,"David Franzoni, John Logan, William Nicholson","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen, Omid Djalili, Nicholas McGaughey, Chris Kell",United States,English
2006.0,Casino Royale,102000000,167365000,594420283,8.0,144,Action,80.0,Martin Campbell,"['Daniel Craig', 'Eva Green', 'Judi Dench', 'Jeffrey Wright']",Martin Campbell,"Neal Purvis, Robert Wade, Paul Haggis","Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright, Mads Mikkelsen, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair, Richard Sammel, Ludger Pistor, Joseph Millson",United States,"English, Serbian, German, Italian, French"
2002.0,Minority Report,102000000,132024714,358824714,7.6,145,Action,80.0,Steven Spielberg,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']",Steven Spielberg,"Scott Frank, Jon Cohen, Philip K. Dick","Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow, Steve Harris, Neal McDonough, Patrick Kilpatrick, Jessica Capshaw, Richard Coca, Keith Campbell, Kirk B.R. Woller, Klea Scott, Frank Grillo, Anna Maria Horsford, Sarah Simmons, Eugene Osment, James Henderson, Vene L. Arcoraci",United States,"English, Swedish"
2012.0,Cloud Atlas,102000000,27108272,130673154,7.4,172,Drama,55.0,Tom Tykwer,"['Lana Wachowski', 'Lilly Wachowski', 'Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']","Tom Tykwer, Lana Wachowski, Lilly Wachowski","David Mitchell, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving, Jim Broadbent, Jim Sturgess, Bae Doona, Ben Whishaw, Keith David, James D'Arcy, Xun Zhou, David Gyasi, Susan Sarandon, Robert Fyfe, Martin Wuttke, Robin Morrissey, Brody Nicholas Lee, Ian van Temperley",United States,"English, Spanish, Ukrainian, Korean"
1991.0,Terminator 2: Judgment Day,100000000,203464105,515390883,8.6,137,Action,75.0,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong', 'Robert Patrick']",James Cameron,"James Cameron, William Wisher","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen, Joe Morton, S. Epatha Merkerson, Castulo Guerra, Danny Cooksey, Jenette Goldstein, Xander Berkeley, Leslie Hamilton Gearren, Ken Gibbel, Robert Winley, Pete Schrum, Shane Wilder, Michael Edwards, Jared Lounsbery",United States,"English, Spanish"
1994.0,True Lies,100000000,146282411,365300000,7.3,141,Action,63.0,James Cameron,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton']",James Cameron,"James Cameron, Claude Zidi, Simon Michaël","Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton, Tia Carrere, Art Malik, Eliza Dushku, Grant Heslov, Marshall Manesh, James Allen, Dieter Rauter, Jane Morris, Katsy Chappell, Crystina Wyler, Ofer Samra, Paul Barselou, Charles A. Tamburro, Jean-Claude Parachini",United States,"English, French, Arabic, German"
2000.0,The Emperor's New Groove,100000000,89630573,169630573,7.4,78,Animation,70.0,Mark Dindal,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton']",Mark Dindal,"Chris Williams, Mark Dindal, David Reynolds","David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass, Robert Clotworthy, Jennifer Darling, Patti Deutsch, John Fiedler, Miriam Flynn, Geri Lee Gorowski, Jess Harnell, Sherry Lynn",United States,English
2002.0,Treasure Planet,100000000,38120554,91800000,7.2,95,Animation,60.0,Ron Clements,"['John Musker', 'Joseph Gordon-Levitt', 'Emma Thompson', 'Martin Short', 'Roscoe Lee Browne']","Ron Clements, John Musker","Robert Louis Stevenson, Ron Clements, John Musker","Joseph Gordon-Levitt, Emma Thompson, Martin Short, Roscoe Lee Browne, Corey Burton, Dane A. Davis, Tony Jay, Austin Majors, Patrick McGoohan, Michael McShane, Laurie Metcalf, Brian Murray, David Hyde Pierce, Michael Wincott, Jack Angel, Bob Bergen, Rodger Bumpass, Jane Carr",United States,English
1997.0,The Fifth Element,95000000,63570862,263893960,7.6,126,Action,52.0,Luc Besson,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm']",Luc Besson,"Luc Besson, Robert Mark Kamen","Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm, Chris Tucker, Luke Perry, Brion James, Tom Lister Jr., Lee Evans, Charlie Creed-Miles, Tricky, John Neville, John Bluthal, Mathieu Kassovitz, Christopher Fairbank, Kim Chan, Richard Leaf, Julie T. Wallace",France,"English, Swedish, German, Arabic, Egyptian (Ancient)"
2003.0,Finding Nemo,94000000,380529370,936094852,8.2,100,Animation,90.0,Andrew Stanton,"['Lee Unkrich', 'Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']","Andrew Stanton, Lee Unkrich","Andrew Stanton, Bob Peterson, David Reynolds","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Stephen Root, Vicki Lewis, Joe Ranft, Geoffrey Rush, Andrew Stanton, Elizabeth Perkins, Nicholas Bird, Bob Peterson, Barry Humphries, Eric Bana, Bruce Spence",United States,"English, Japanese, Russian"
2015.0,Kingsman: The Secret Service,94000000,128261724,404561724,7.7,129,Action,60.0,Matthew Vaughn,"['Colin Firth', 'Taron Egerton', 'Samuel L. Jackson', 'Michael Caine']",Matthew Vaughn,"Jane Goldman, Matthew Vaughn, Mark Millar","Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine, Adrian Quinton, Mark Strong, Jonno Davies, Jack Davenport, Alex Nikolov, Samantha Womack, Mark Hamill, Velibor Topic, Sofia Boutella, Geoff Bell, Jordan Long, Theo Barklem-Biggs, Tobi Bakare, Morgan Watkins",United Kingdom,"English, Arabic, Swedish"
