Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars
2017,Detroit,40000000,16790139,26033563,7.3,143,Crime,77.0,Kathryn Bigelow,"['John Boyega', 'Anthony Mackie', 'Algee Smith', 'Jacob Latimore']"
2006,Marie Antoinette,40000000,15962471,60862471,6.5,123,Biography,65.0,Sofia Coppola,"['Kirsten Dunst', 'Jason Schwartzman', 'Rip Torn', 'Steve Coogan']"
2018,Hunter Killer,40000000,15767460,29312121,6.6,121,Action,43.0,Donovan Marsh,"['Gerard Butler', 'Gary Oldman', 'Common', 'Linda Cardellini']"
1995,Kiss of Death,40000000,14942422,14942422,5.9,101,Crime,72.0,Barbet Schroeder,"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage', 'Helen Hunt']"
2016,Keeping Up with the Joneses,40000000,14904426,28804426,5.9,105,Action,34.0,Greg Mottola,"['Zach Galifianakis', 'Isla Fisher', 'Jon Hamm', 'Gal Gadot']"
2002,Life or Something Like It,40000000,14448589,14448589,5.8,103,Comedy,31.0,Stephen Herek,"['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub', 'Christian Kane']"
1992,Memoirs of an Invisible Man,40000000,14358033,14358033,6.0,99,Comedy,48.0,John Carpenter,"['Chevy Chase', 'Daryl Hannah', 'Sam Neill', 'Michael McKean']"
2009,Amelia,40000000,14279575,19756077,5.8,111,Adventure,37.0,Mira Nair,"['Hilary Swank', 'Richard Gere', 'Ewan McGregor', 'Christopher Eccleston']"
2009,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957,5.8,109,Action,43.0,Paul Weitz,"['Chris Massoglia', 'John C. Reilly', 'Salma Hayek', 'Josh Hutcherson']"
2004,New York Minute,40000000,14018364,21156715,4.9,91,Comedy,33.0,Dennie Gordon,"['Mary-Kate Olsen', 'Ashley Olsen', 'Eugene Levy', 'Andy Richter']"
1999,The Deep End of the Ocean,40000000,13508635,13508635,6.3,106,Drama,45.0,Ulu Grosbard,"['Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg', 'Jonathan Jackson']"
2008,Soul Men,40000000,12082391,12345883,6.4,100,Comedy,49.0,Malcolm D,"['Samuel L. Jackson', 'Bernie Mac', 'Sharon Leal', 'Adam Herschman']"
2015,The Gunman,40000000,10664749,24478613,5.8,115,Action,39.0,Pierre Morel,"['Sean Penn', 'Idris Elba', 'Jasmine Trinca', 'Javier Bardem']"
2009,Pandorum,40000000,10330853,17033431,6.7,108,Action,28.0,Christian Alvart,"['Dennis Quaid', 'Ben Foster', 'Cam Gigandet', 'Antje Traue']"
2003,Duplex,40000000,9652000,10070651,5.9,89,Comedy,50.0,Danny DeVito,"['Ben Stiller', 'Drew Barrymore', 'Eileen Essell', 'Harvey Fierstein']"
2013,Paranoia,40000000,7388654,16340767,5.6,106,Drama,32.0,Robert Luketic,"['Liam Hemsworth', 'Gary Oldman', 'Harrison Ford', 'Amber Heard']"
2018,The Hurricane Heist,40000000,6115824,33222314,5.1,103,Action,35.0,Rob Cohen,"['Toby Kebbell', 'Maggie Grace', 'Ryan Kwanten', 'Ralph Ineson']"
2002,Impostor,40000000,6114237,7974607,6.2,95,Drama,33.0,Gary Fleder,"['Shane Brolly', ""Vincent D'Onofrio"", 'Gary Sinise', 'Madeleine Stowe']"
2015,Victor Frankenstein,40000000,5775076,31124367,5.9,110,Drama,36.0,Paul McGuigan,"['Daniel Radcliffe', 'James McAvoy', 'Jessica Brown Findlay', 'Andrew Scott']"
2019,The Goldfinch,40000000,5332621,9430149,6.4,149,Drama,40.0,John Crowley,"['Oakes Fegley', 'Ansel Elgort', 'Nicole Kidman', 'Jeffrey Wright']"
2001,Just Visiting,40000000,4777007,16172200,5.7,88,Adventure,38.0,Jean,"['Jean Reno', 'Christina Applegate', 'Christian Clavier', 'Matt Ross']"
2013,Snowpiercer,40000000,4563029,86808205,7.1,126,Action,84.0,Bong Joon Ho,"['Chris Evans', 'Jamie Bell', 'Tilda Swinton', 'Ed Harris']"
1994,The Hudsucker Proxy,40000000,2816518,14938149,7.2,111,Comedy,53.0,Joel Coen,"['Ethan Coen', 'Tim Robbins', 'Paul Newman', 'Jennifer Jason Leigh', 'Charles Durning']"
2007,The Hunting Party,40000000,876671,7729552,6.8,101,Adventure,54.0,Richard Shepard,"['Richard Gere', 'Terrence Howard', 'Jesse Eisenberg', 'Gordana Vukres']"
2021,Licorice Pizza,40000000,859423,859423,7.2,133,Comedy,90.0,Paul Thomas Anderson,"['Alana Haim', 'Cooper Hoffman', 'Sean Penn', 'Tom Waits']"
2009,Red Cliff,40000000,627047,119627047,7.3,148,Action,73.0,John Woo,"['Tony Leung Chiu-wai', 'Takeshi Kaneshiro', 'Fengyi Zhang', 'Chang Chen']"
2012,Solomon Kane,40000000,0,22024849,6.1,104,Action,48.0,M,"['James Purefoy', 'Max von Sydow', 'Rachel Hurd-Wood', 'Pete Postlethwaite']"
2016,USS Indianapolis: Men of Courage,40000000,0,1663785,5.3,128,Action,30.0,Mario Van Peebles,"['Nicolas Cage', 'Tom Sizemore', 'Thomas Jane', 'Matt Lanter']"
2019,Klaus,40000000,0,0,8.2,96,Animation,65.0,Sergio Pablos,"['Carlos Martínez López', 'Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso']"
2017,Death Note,40000000,0,0,4.6,101,Crime,43.0,Adam Wingard,"['Nat Wolff', 'LaKeith Stanfield', 'Margaret Qualley', 'Shea Whigham']"
1983,Superman III,39000000,59950623,80200000,5.0,125,Action,44.0,Richard Lester,"['Christopher Reeve', 'Richard Pryor', 'Margot Kidder', 'Jackie Cooper']"
2007,Because I Said So,39000000,42674040,69538833,5.6,102,Comedy,26.0,Michael Lehmann,"['Diane Keaton', 'Mandy Moore', 'Gabriel Macht', 'Tom Everett Scott']"
2012,Frankenweenie,39000000,35287788,81150788,6.9,87,Animation,74.0,Tim Burton,"['Winona Ryder', ""Catherine O'Hara"", 'Martin Short', 'Martin Landau']"
1996,Sgt. Bilko,39000000,30356589,37956589,5.8,93,Comedy,47.0,Jonathan Lynn,"['Steve Martin', 'Dan Aykroyd', 'Phil Hartman', 'Glenne Headly']"
2007,Shoot 'Em Up,39000000,12796824,26796824,6.6,86,Action,49.0,Michael Davis,"['Clive Owen', 'Monica Bellucci', 'Paul Giamatti', 'Stephen McHattie']"
2001,The Fast and the Furious,38000000,144512310,206458372,6.8,106,Action,58.0,Rob Cohen,"['Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster']"
2002,Sweet Home Alabama,38000000,127214072,182365114,6.2,108,Comedy,45.0,Andy Tennant,"['Reese Witherspoon', 'Patrick Dempsey', 'Josh Lucas', 'Candice Bergen']"
2009,The Ugly Truth,38000000,88915214,205298907,6.4,96,Comedy,28.0,Robert Luketic,"['Katherine Heigl', 'Gerard Butler', 'Bree Turner', 'Eric Winter']"
1994,Star Trek: Generations,38000000,75671262,120000000,6.6,118,Action,55.0,David Carson,"['Patrick Stewart', 'William Shatner', 'Malcolm McDowell', 'Jonathan Frakes']"
2017,Captain Underpants: The First Epic Movie,38000000,73921000,126422949,6.2,89,Animation,69.0,David Soren,"['Kevin Hart', 'Thomas Middleditch', 'Ed Helms', 'Nick Kroll']"
2016,Why Him?,38000000,60323786,117425156,6.2,111,Comedy,39.0,John Hamburg,"['Zoey Deutch', 'James Franco', 'Tangie Ambrose', 'Cedric the Entertainer']"
2011,Water for Elephants,38000000,58709717,116809717,6.9,120,Drama,52.0,Francis Lawrence,"['Robert Pattinson', 'Reese Witherspoon', 'Christoph Waltz', 'Paul Schneider']"
2010,Life as We Know It,38000000,53374681,105887837,6.5,114,Comedy,39.0,Greg Berlanti,"['Katherine Heigl', 'Josh Duhamel', 'Josh Lucas', 'Alexis Clagett']"
1999,The Hurricane,38000000,50699241,73956241,7.6,146,Biography,74.0,Norman Jewison,"['Denzel Washington', 'Vicellous Shannon', 'Deborah Kara Unger', 'Liev Schreiber']"
2013,Riddick,38000000,42025135,94763758,6.4,119,Action,49.0,David Twohy,"['Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà']"
2001,Heartbreakers,38000000,40334024,57753825,6.2,123,Comedy,47.0,David Mirkin,"['Sigourney Weaver', 'Jennifer Love Hewitt', 'Gene Hackman', 'Ray Liotta']"
2002,Enough,38000000,39177215,50970660,5.7,115,Crime,25.0,Michael Apted,"['Jennifer Lopez', 'Billy Campbell', 'Tessa Allen', 'Juliette Lewis']"
2016,The 5th Wave,38000000,34912982,111336398,5.2,112,Action,33.0,J Blakeson,"['Chloë Grace Moretz', 'Matthew Zuk', 'Gabriela Lopez', 'Bailey Anne Borders']"
2009,Push,38000000,31811527,49678401,6.1,111,Action,36.0,Paul McGuigan,"['Camilla Belle', 'Dakota Fanning', 'Chris Evans', 'Colin Ford']"
2013,Rush,38000000,26947624,98230839,8.1,123,Action,74.0,Ron Howard,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']"
2001,Angel Eyes,38000000,24044532,29544532,5.7,102,Drama,39.0,Luis Mandoki,"['Jennifer Lopez', 'Jim Caviezel', 'Jeremy Sisto', 'Terrence Howard']"
2001,Joe Somebody,38000000,22770864,24515990,5.5,98,Comedy,42.0,John Pasquin,"['Tim Allen', 'Julie Bowen', 'Kelly Lynch', 'Greg Germann']"
2018,Overlord,38000000,21704844,39178189,6.6,110,Action,60.0,Julius Avery,"['Jovan Adepo', 'Wyatt Russell', 'Mathilde Ollivier', 'Pilou Asbæk']"
2020,The War with Grandpa,38000000,21277892,40229485,5.6,94,Comedy,34.0,Tim Hill,"['Robert De Niro', 'Uma Thurman', 'Rob Riggle', 'Oakes Fegley']"
2000,The Ninth Gate,38000000,18653746,58394308,6.7,133,Mystery,44.0,Roman Polanski,"['Johnny Depp', 'Frank Langella', 'Lena Olin', 'Emmanuelle Seigner']"
2017,Only the Brave,38000000,18340051,24555177,7.6,134,Action,72.0,Joseph Kosinski,"['Josh Brolin', 'Miles Teller', 'Jeff Bridges', 'Jennifer Connelly']"
1996,Extreme Measures,38000000,17378193,17378193,6.2,118,Crime,56.0,Michael Apted,"['Hugh Grant', 'Gene Hackman', 'Sarah Jessica Parker', 'David Morse']"
2001,Rock Star,38000000,16991902,19317765,6.3,105,Drama,54.0,Stephen Herek,"['Mark Wahlberg', 'Jennifer Aniston', 'Dominic West', 'Jason Bonham']"
2020,News of the World,38000000,12668325,12668325,6.8,118,Action,73.0,Paul Greengrass,"['Tom Hanks', 'Helena Zengel', 'Tom Astor', 'Travis Johnson']"
2019,The Kitchen,38000000,12180032,15779653,5.6,102,Action,35.0,Andrea Berloff,"['Melissa McCarthy', 'Tiffany Haddish', 'Elisabeth Moss', 'Domhnall Gleeson']"
1996,White Squall,38000000,10229300,10229300,6.6,129,Adventure,53.0,Ridley Scott,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf']"
2008,City of Ember,38000000,7873007,17831558,6.4,90,Adventure,58.0,Gil Kenan,"['Saoirse Ronan', 'Toby Jones', 'Bill Murray', 'David Ryall']"
2018,The Sisters Brothers,38000000,3143056,14636067,6.9,122,Drama,78.0,Jacques Audiard,"['John C. Reilly', 'Joaquin Phoenix', 'Jake Gyllenhaal', 'Riz Ahmed']"
2019,The Upside,37500000,108235497,125818440,7.0,126,Comedy,46.0,Neil Burger,"['Kevin Hart', 'Bryan Cranston', 'Nicole Kidman', 'Aja Naomi King']"
2012,What to Expect When You're Expecting,37500000,41152203,88473016,5.7,110,Comedy,41.0,Kirk Jones,"['Cameron Diaz', 'Matthew Morrison', 'J. Todd Smith', 'Dennis Quaid']"
2012,The Master,37500000,16247159,50879131,7.1,138,Drama,86.0,Paul Thomas Anderson,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams', 'Jesse Plemons']"
2008,The Express,37500000,9793406,9813309,7.2,130,Biography,58.0,Gary Fleder,"['Rob Brown', 'Dennis Quaid', 'Clancy Brown', 'Darrin Dewitt Henson']"
2015,Creed,37000000,109767581,173567581,7.6,133,Action,82.0,Ryan Coogler,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']"
2010,The Town,37000000,92186262,152566881,7.5,125,Crime,74.0,Ben Affleck,"['Ben Affleck', 'Rebecca Hall', 'Jon Hamm', 'Jeremy Renner']"
2011,Dolphin Tale,37000000,72286779,96068724,6.8,113,Drama,64.0,Charles Martin Smith,"['Morgan Freeman', 'Ashley Judd', 'Harry Connick Jr.', 'Nathan Gamble']"
2018,Game Night,37000000,69179066,117378084,6.9,100,Action,66.0,John Francis Daley,"['Jonathan Goldstein', 'Jason Bateman', 'Rachel McAdams', 'Kyle Chandler', 'Sharon Horgan']"
2008,Burn After Reading,37000000,60355347,168167798,7.0,96,Comedy,63.0,Ethan Coen,"['Joel Coen', 'Brad Pitt', 'Frances McDormand', 'George Clooney', 'John Malkovich']"
2008,Nim's Island,37000000,48006762,101857425,6.0,96,Adventure,55.0,Jennifer Flackett,"['Mark Levin', 'Jodie Foster', 'Gerard Butler', 'Abigail Breslin', 'Michael Carman']"
2010,Cop Out,37000000,44875481,55909910,5.5,107,Action,31.0,Kevin Smith,"['Bruce Willis', 'Tracy Morgan', 'Juan Carlos Hernández', 'Cory Fernandez']"
2011,The Rite,37000000,33047633,97143987,6.0,114,Drama,38.0,Mikael Håfström,"[""Colin O'Donoghue"", 'Anthony Hopkins', 'Ciarán Hinds', 'Alice Braga']"
1999,Magnolia,37000000,22450975,48446802,8.0,188,Drama,78.0,Paul Thomas Anderson,"['Tom Cruise', 'Jason Robards', 'Julianne Moore', 'Philip Seymour Hoffman']"
2015,Aloha,37000000,21052030,25387091,5.4,105,Comedy,40.0,Cameron Crowe,"['Bradley Cooper', 'Rachel McAdams', 'Emma Stone', 'Alec Baldwin']"
1999,Blue Streak,36000000,68208190,117448157,6.3,93,Action,46.0,Les Mayfield,"['Martin Lawrence', 'Luke Wilson', 'Peter Greene', 'Dave Chappelle']"
1983,Never Say Never Again,36000000,55500000,160000000,6.1,134,Action,68.0,Irvin Kershner,"['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer', 'Max von Sydow']"
2010,Hot Tub Time Machine,36000000,50269859,65967750,6.4,99,Comedy,63.0,Steve Pink,"['John Cusack', 'Rob Corddry', 'Craig Robinson', 'Clark Duke']"
1997,Breakdown,36000000,50159144,50159144,7.0,93,Crime,73.0,Jonathan Mostow,"['Kurt Russell', 'J.T. Walsh', 'Kathleen Quinlan', 'M.C. Gainey']"
2016,Collateral Beauty,36000000,31016021,85309093,6.8,97,Drama,23.0,David Frankel,"['Will Smith', 'Edward Norton', 'Kate Winslet', 'Michael Peña']"
2003,A Man Apart,36000000,26500000,43797731,6.0,109,Action,36.0,F,"['Vin Diesel', 'Timothy Olyphant', 'Larenz Tate', 'Geno Silva']"
2000,Reindeer Games,36000000,23360779,23360779,5.8,104,Action,37.0,John Frankenheimer,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'James Frain']"
1999,Snow Falling on Cedars,36000000,14378353,14378353,6.7,127,Drama,44.0,Scott Hicks,"['Ethan Hawke', 'Max von Sydow', 'Yûki Kudô', 'Reeve Carney']"
1997,Gattaca,36000000,12532777,12532777,7.8,106,Drama,64.0,Andrew Niccol,"['Ethan Hawke', 'Uma Thurman', 'Jude Law', 'Gore Vidal']"
2015,Queen of the Desert,36000000,0,1578543,5.7,128,Adventure,39.0,Werner Herzog,"['Nicole Kidman', 'James Franco', 'Robert Pattinson', 'Damian Lewis']"
2003,Head of State,35200000,37788228,38283765,5.5,95,Comedy,44.0,Chris Rock,"['Chris Rock', 'Bernie Mac', 'Lynn Whitfield', 'Dylan Baker']"
2017,It,35000000,328828874,701083042,7.3,135,Horror,69.0,Andy Muschietti,"['Bill Skarsgård', 'Jaeden Martell', 'Finn Wolfhard', 'Sophia Lillis']"
2009,The Hangover,35000000,277322503,465487583,7.7,100,Comedy,73.0,Todd Phillips,"['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']"
2009,The Blind Side,35000000,255959475,305705794,7.6,129,Biography,53.0,John Lee Hancock,"['Quinton Aaron', 'Sandra Bullock', 'Tim McGraw', 'Jae Head']"
1989,Batman,35000000,251188924,411348924,7.5,126,Action,69.0,Tim Burton,"['Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Robert Wuhl']"
1999,Austin Powers: The Spy Who Shagged Me,35000000,206040085,312383487,6.6,95,Action,59.0,Jay Roach,"['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner']"
1992,Lethal Weapon 3,35000000,144731527,319700000,6.7,118,Action,40.0,Richard Donner,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']"
1998,Rush Hour,35000000,141186864,245300000,7.0,98,Action,60.0,Brett Ratner,"['Jackie Chan', 'Chris Tucker', 'Ken Leung', 'Tom Wilkinson']"
2013,Identity Thief,35000000,134506920,175361578,5.7,111,Comedy,35.0,Seth Gordon,"['Jason Bateman', 'Melissa McCarthy', 'John Cho', 'Amanda Peet']"
2006,The Devil Wears Prada,35000000,124740460,326073155,6.9,109,Comedy,62.0,David Frankel,"['Anne Hathaway', 'Meryl Streep', 'Adrian Grenier', 'Emily Blunt']"
2011,Horrible Bosses,35000000,117538559,212417601,6.9,98,Comedy,57.0,Seth Gordon,"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Steve Wiebe']"
2001,Spy Kids,35000000,112692062,197692062,5.6,88,Action,71.0,Robert Rodriguez,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino']"
2015,Trainwreck,35000000,110212700,141123897,6.2,125,Comedy,75.0,Judd Apatow,"['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn']"
2013,Saving Mr. Banks,35000000,83299761,114962525,7.5,125,Biography,65.0,John Lee Hancock,"['Emma Thompson', 'Tom Hanks', 'Annie Rose Buckley', 'Colin Farrell']"
1979,Star Trek: The Motion Picture,35000000,82258456,139000000,6.4,143,Adventure,50.0,Robert Wise,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']"
2008,21,35000000,81159365,159846429,6.8,123,Crime,48.0,Robert Luketic,"['Jim Sturgess', 'Kate Bosworth', 'Kevin Spacey', 'Aaron Yoo']"
1996,The English Patient,35000000,78716374,231710008,7.4,162,Drama,87.0,Anthony Minghella,"['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas']"
2009,Hotel for Dogs,35000000,73178547,122357172,5.5,100,Comedy,51.0,Thor Freudenthal,"['Emma Roberts', 'Jake T. Austin', 'Lisa Kudrow', 'Don Cheadle']"
2005,Guess Who,35000000,68915888,102115888,5.9,105,Comedy,49.0,Kevin Rodney Sullivan,"['Ashton Kutcher', 'Bernie Mac', 'Zoe Saldana', 'Judith Scott']"
1997,L.A. Confidential,35000000,64604977,126204977,8.2,138,Crime,91.0,Curtis Hanson,"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger']"
2005,Sky High,35000000,63939454,83109359,6.3,100,Action,62.0,Mike Mitchell,"['Kurt Russell', 'Kelly Preston', 'Michael Angarano', 'Danielle Panabaker']"
1997,In & Out,35000000,63826569,83226569,6.4,90,Comedy,70.0,Frank Oz,"['Kevin Kline', 'Joan Cusack', 'Tom Selleck', 'Matt Dillon']"
2000,The Cell,35000000,61280963,85911226,6.4,107,Crime,40.0,Tarsem Singh,"['Jennifer Lopez', 'Vince Vaughn', ""Vincent D'Onofrio"", 'Colton James']"
1995,Species,35000000,60054449,113354449,5.8,108,Action,49.0,Roger Donaldson,"['Natasha Henstridge', 'Michael Madsen', 'Ben Kingsley', 'Alfred Molina']"
2006,The Benchwarmers,35000000,59843754,65063726,5.5,85,Comedy,25.0,Dennis Dugan,"['David Spade', 'Jon Heder', 'Rob Schneider', 'Jon Lovitz']"
2010,Secretariat,35000000,59699513,60376247,7.2,123,Biography,61.0,Randall Wallace,"['Diane Lane', 'John Malkovich', 'Margo Martindale', 'Nelsan Ellis']"
1998,The Man in the Iron Mask,35000000,56968169,56968169,6.5,132,Action,48.0,Randall Wallace,"['Leonardo DiCaprio', 'Jeremy Irons', 'John Malkovich', 'Gérard Depardieu']"
2011,Friends with Benefits,35000000,55802754,146595891,6.5,109,Comedy,63.0,Will Gluck,"['Mila Kunis', 'Justin Timberlake', 'Patricia Clarkson', 'Jenna Elfman']"
2016,Neighbors 2: Sorority Rising,35000000,55340730,108757621,5.7,92,Comedy,58.0,Nicholas Stoller,"['Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Chloë Grace Moretz']"
2007,TMNT,35000000,54149098,96096018,6.2,87,Animation,41.0,Kevin Munroe,"['Patrick Stewart', 'Mako', 'Chris Evans', 'Sarah Michelle Gellar']"
2003,Radio,35000000,52333738,53293628,6.9,109,Biography,38.0,Michael Tollin,"['Cuba Gooding Jr.', 'Ed Harris', 'Debra Winger', 'S. Epatha Merkerson']"
2018,Sicario: Day of the Soldado,35000000,50065850,76346094,7.0,122,Action,61.0,Stefano Sollima,"['Benicio Del Toro', 'Josh Brolin', 'Isabela Merced', 'Jeffrey Donovan']"
2009,Old Dogs,35000000,49492060,95104304,5.3,88,Comedy,19.0,Walt Becker,"['Robin Williams', 'John Travolta', 'Seth Green', 'Kelly Preston']"
1992,Malcolm X,35000000,48169910,48169910,7.7,202,Biography,73.0,Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']"
2018,12 Strong,35000000,45819713,71118378,6.5,130,Action,54.0,Nicolai Fuglsig,"['Chris Hemsworth', 'Michael Shannon', 'Michael Peña', 'Navid Negahban']"
2005,Must Love Dogs,35000000,43894863,58405313,5.9,98,Comedy,46.0,Gary David Goldberg,"['Diane Lane', 'John Cusack', 'Elizabeth Perkins', 'Christopher Plummer']"
2007,License to Wed,35000000,43799818,70187088,5.2,91,Comedy,25.0,Ken Kwapis,"['Mandy Moore', 'John Krasinski', 'Robin Williams', 'Eric Christian Olsen']"
1997,Donnie Brasco,35000000,41954997,65303052,7.7,127,Biography,76.0,Mike Newell,"['Al Pacino', 'Johnny Depp', 'Michael Madsen', 'Bruno Kirby']"
2008,Max Payne,35000000,40689393,87775050,5.3,100,Action,31.0,John Moore,"['Mark Wahlberg', 'Mila Kunis', 'Beau Bridges', 'Ludacris']"
2002,Resident Evil,35000000,40119709,103787401,6.6,100,Action,33.0,Paul W,"['Milla Jovovich', 'Michelle Rodriguez', 'Ryan McCluskey', 'Oscar Pearce']"
2011,Something Borrowed,35000000,39046489,65084116,5.8,112,Comedy,36.0,Luke Greenfield,"['Ginnifer Goodwin', 'Kate Hudson', 'Colin Egglesfield', 'John Krasinski']"
2006,The Nativity Story,35000000,37629831,46309644,6.8,101,Adventure,52.0,Catherine Hardwicke,"['Keisha Castle-Hughes', 'Shohreh Aghdashloo', 'Oscar Isaac', 'Hiam Abbass']"
2011,In Time,35000000,37553932,165103952,6.7,109,Action,53.0,Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde']"
2010,The Back-up Plan,35000000,37490007,75281179,5.3,104,Comedy,34.0,Alan Poul,"['Jennifer Lopez', ""Alex O'Loughlin"", 'Michaela Watkins', 'Eric Christian Olsen']"
2011,J. Edgar,35000000,37306030,84606030,6.5,137,Biography,59.0,Clint Eastwood,"['Leonardo DiCaprio', 'Armie Hammer', 'Naomi Watts', 'Josh Hamilton']"
2000,Bounce,35000000,36805288,53425292,5.8,106,Drama,52.0,Don Roos,"['Ben Affleck', 'Gwyneth Paltrow', 'Natasha Henstridge', 'Edward Edwards']"
2018,Mile 22,35000000,36108758,66295121,6.1,94,Action,38.0,Peter Berg,"['Mark Wahlberg', 'Lauren Cohan', 'Iko Uwais', 'John Malkovich']"
2015,Hot Pursuit,35000000,34580201,45671512,5.1,87,Action,31.0,Anne Fletcher,"['Reese Witherspoon', 'Sofía Vergara', 'Matthew Del Negro', 'Michael Mosley']"
2015,Concussion,35000000,34531832,50363790,7.1,123,Biography,55.0,Peter Landesman,"['Will Smith', 'Alec Baldwin', 'Albert Brooks', 'David Morse']"
2017,The Foreigner,35000000,34393507,145374099,7.0,113,Action,55.0,Martin Campbell,"['Katie Leung', 'Jackie Chan', 'Rufus Jones', 'Mark Tandy']"
2004,Closer,35000000,33987757,116148537,7.2,104,Drama,65.0,Mike Nichols,"['Natalie Portman', 'Jude Law', 'Clive Owen', 'Julia Roberts']"
2001,Black Knight,35000000,33422806,33422806,4.9,95,Adventure,32.0,Gil Junger,"['Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson', 'Vincent Regan']"
2005,The Bad News Bears,35000000,32868349,33500620,7.3,102,Comedy,84.0,Michael Ritchie,"['Walter Matthau', ""Tatum O'Neal"", 'Vic Morrow', 'Joyce Van Patten']"
2002,The Pianist,35000000,32519322,111854182,8.5,150,Biography,85.0,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']"
2001,From Hell,35000000,31598308,68712365,6.7,122,Horror,54.0,Albert Hughes,"['Allen Hughes', 'Johnny Depp', 'Heather Graham', 'Ian Holm', 'Robbie Coltrane']"
2018,Adrift,35000000,31445011,57897191,6.6,96,Action,56.0,Baltasar Kormákur,"['Shailene Woodley', 'Sam Claflin', 'Jeffrey Thomas', 'Elizabeth Hawthorne']"
2008,Mirrors,35000000,30691439,77220596,6.1,110,Horror,35.0,Alexandre Aja,"['Kiefer Sutherland', 'Paula Patton', 'Amy Smart', 'Cameron Boyce']"
2016,Underworld: Blood Wars,35000000,30353973,81209222,5.7,91,Action,23.0,Anna Foerster,"['Kate Beckinsale', 'Theo James', 'Tobias Menzies', 'Lara Pulver']"
2002,Queen of the Damned,35000000,30307804,30307804,5.2,101,Drama,30.0,Michael Rymer,"['Aaliyah', 'Stuart Townsend', 'Marguerite Moreau', 'Vincent Perez']"
2008,Untraceable,35000000,28687835,52649951,6.2,101,Crime,32.0,Gregory Hoblit,"['Diane Lane', 'Colin Hanks', 'Joseph Cross', 'Billy Burke']"
1990,Predator 2,35000000,28317513,54768418,6.3,108,Action,46.0,Stephen Hopkins,"['Danny Glover', 'Gary Busey', 'Kevin Peter Hall', 'Rubén Blades']"
2011,Abduction,35000000,28087155,86648359,5.1,106,Action,25.0,John Singleton,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina', 'Jake Andolina']"
1980,Flash Gordon,35000000,27107960,27181521,6.5,111,Action,58.0,Mike Hodges,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow', 'Topol']"
2008,Superhero Movie,35000000,26638520,73026302,4.6,75,Action,33.0,Craig Mazin,"['Drake Bell', 'Leslie Nielsen', 'Sara Paxton', 'Christopher McDonald']"
1999,Blast from the Past,35000000,26613620,26613620,6.7,112,Comedy,48.0,Hugh Wilson,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken', 'Sissy Spacek']"
2012,Alex Cross,35000000,25888412,35426759,5.2,101,Action,30.0,Rob Cohen,"['Tyler Perry', 'Matthew Fox', 'Rachel Nichols', 'Edward Burns']"
2004,Jersey Girl,35000000,25266129,37066129,6.2,102,Comedy,43.0,Kevin Smith,"['Ben Affleck', 'Liv Tyler', 'Raquel Castro', 'Betty Aberlin']"
1997,Midnight in the Garden of Good and Evil,35000000,25078937,25078937,6.6,155,Crime,57.0,Clint Eastwood,"['John Cusack', 'Kevin Spacey', 'Jack Thompson', 'Irma P. Hall']"
