Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars
1999,My Favorite Martian,60000000,36850101,36850101,5.1,94,Comedy,33.0,Donald Petrie,"['Christopher Lloyd', 'Jeff Daniels', 'Elizabeth Hurley', 'Daryl Hannah']"
2012,Trouble with the Curve,60000000,35763137,47818913,6.8,111,Drama,58.0,Robert Lorenz,"['Clint Eastwood', 'Amy Adams', 'John Goodman', 'Justin Timberlake']"
2003,Intolerable Cruelty,60000000,35327628,121327628,6.3,100,Comedy,71.0,Joel Coen,"['Ethan Coen', 'George Clooney', 'Catherine Zeta-Jones', 'Billy Bob Thornton', 'Geoffrey Rush']"
1997,The Relic,60000000,33956608,33956608,5.8,110,Horror,55.0,Peter Hyams,"['Penelope Ann Miller', 'Tom Sizemore', 'Linda Hunt', 'James Whitmore']"
1998,Mercury Rising,60000000,32983332,32983332,6.1,111,Action,37.0,Harold Becker,"['Bruce Willis', 'Miko Hughes', 'Alec Baldwin', 'Chi McBride']"
2000,Almost Famous,60000000,32522352,47371191,7.9,122,Adventure,90.0,Cameron Crowe,"['Billy Crudup', 'Patrick Fugit', 'Kate Hudson', 'Frances McDormand']"
2019,Cold Pursuit,60000000,32138862,62599159,6.2,119,Action,57.0,Hans Petter Moland,"['Liam Neeson', 'Laura Dern', 'Micheál Neeson', 'Michael Eklund']"
2002,Analyze That,60000000,32122249,54994757,5.9,96,Comedy,37.0,Harold Ramis,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Joe Viterelli']"
2009,The Soloist,60000000,31853584,38522450,6.7,117,Biography,61.0,Joe Wright,"['Jamie Foxx', 'Robert Downey Jr.', 'Catherine Keener', 'Tom Hollander']"
2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567,5.8,130,Action,33.0,Harald Zwart,"['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan', 'Jemima West']"
2000,The Legend of Bagger Vance,60000000,30695227,39235486,6.7,126,Drama,47.0,Robert Redford,"['Will Smith', 'Matt Damon', 'Charlize Theron', 'Bruce McGill']"
2002,Dragonfly,60000000,30063805,30317425,6.1,104,Drama,25.0,Tom Shadyac,"['Kevin Costner', 'Susanna Thompson', 'Joe Morton', 'Ron Rifkin']"
2011,Priest,60000000,29136626,84154026,5.7,87,Action,41.0,Scott Stewart,"['Paul Bettany', 'Cam Gigandet', 'Maggie Q', 'Karl Urban']"
2006,Garfield: A Tail of Two Kitties,60000000,28426747,147985373,5.0,82,Animation,37.0,Tim Hill,"['Breckin Meyer', 'Jennifer Love Hewitt', 'Billy Connolly', 'Bill Murray']"
1997,Event Horizon,60000000,26673242,26673953,6.6,96,Horror,35.0,Paul W,"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson']"
2003,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884,6.7,86,Animation,48.0,Patrick Gilmore,"['Tim Johnson', 'Brad Pitt', 'Catherine Zeta-Jones', 'Joseph Fiennes', 'Michelle Pfeiffer']"
2005,Dark Water,60000000,25473093,49473093,5.6,105,Drama,52.0,Walter Salles,"['Jennifer Connelly', 'Ariel Gade', 'John C. Reilly', 'Tim Roth']"
2006,The Black Dahlia,60000000,22672813,49238525,5.6,121,Crime,49.0,Brian De Palma,"['Josh Hartnett', 'Aaron Eckhart', 'Scarlett Johansson', 'Hilary Swank']"
2008,The Spirit,60000000,19806188,39006188,4.7,103,Action,30.0,Frank Miller,"['Gabriel Macht', 'Samuel L. Jackson', 'Scarlett Johansson', 'Jaime King']"
2001,The Last Castle,60000000,18208078,20541668,6.9,131,Action,43.0,Rod Lurie,"['Robert Redford', 'James Gandolfini', 'Mark Ruffalo', 'Steve Burton']"
2009,Inkheart,60000000,17303424,66655938,6.1,106,Adventure,49.0,Iain Softley,"['Brendan Fraser', 'Andy Serkis', 'Eliza Bennett', 'Sienna Guillory']"
2020,Monster Hunter,60000000,15104790,44400541,5.2,103,Action,47.0,Paul W,"['Milla Jovovich', 'Tony Jaa', 'Ron Perlman', 'T.I.']"
2006,Flyboys,60000000,13090630,14816379,6.5,140,Action,47.0,Tony Bill,"['James Franco', 'Jean Reno', 'Jennifer Decker', 'Scott Hazell']"
1998,Holy Man,60000000,12069719,12069719,4.9,114,Comedy,41.0,Stephen Herek,"['Eddie Murphy', 'Jeff Goldblum', 'Kelly Preston', 'Robert Loggia']"
2008,Meet Dave,60000000,11803254,50648806,5.1,90,Adventure,43.0,Brian Robbins,"['Eddie Murphy', 'Elizabeth Banks', 'Gabrielle Union', 'Scott Caan']"
2005,The Great Raid,60000000,10166502,10597070,6.6,132,Action,48.0,John Dahl,"['Benjamin Bratt', 'Joseph Fiennes', 'James Franco', 'Robert Mammone']"
2015,Mortdecai,60000000,7696134,30396134,5.5,107,Action,27.0,David Koepp,"['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor', 'Olivia Munn']"
2003,Beyond Borders,60000000,4426297,11427090,6.4,127,Adventure,32.0,Martin Campbell,"['Clive Owen', 'Angelina Jolie', 'Linus Roache', 'Teri Polo']"
2019,The Informer,60000000,300460,2369336,6.6,113,Action,61.0,Andrea Di Stefano,"['Joel Kinnaman', 'Rosamund Pike', 'Common', 'Mateusz Kosciukiewicz']"
2015,The Ridiculous 6,60000000,0,0,4.8,119,Action,18.0,Frank Coraci,"['Adam Sandler', 'Terry Crews', 'Jorge Garcia', 'Taylor Lautner']"
2018,Sherlock Gnomes,59000000,43242871,87527651,5.2,86,Animation,36.0,John Stevenson,"['Johnny Depp', 'James McAvoy', 'Emily Blunt', 'Kelly Asbury']"
2019,The Kid Who Would Be King,59000000,16790790,28296983,6.1,120,Action,66.0,Joe Cornish,"['Louis Ashbourne Serkis', 'Denise Gough', 'Dean Chaumoo', 'Tom Taylor']"
2016,Deadpool,58000000,363070709,784157111,8.0,108,Action,65.0,Tim Miller,"['Ryan Reynolds', 'Morena Baccarin', 'T.J. Miller', 'Ed Skrein']"
2014,American Sniper,58000000,350126372,547326372,7.3,133,Action,72.0,Clint Eastwood,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis']"
2015,Goosebumps,58000000,80069458,158911568,6.3,103,Adventure,60.0,Rob Letterman,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Ryan Lee']"
1988,Rambo III,58000000,53715611,188715611,5.8,102,Action,36.0,Peter MacDonald,"['Sylvester Stallone', 'Richard Crenna', 'Marc de Jonge', 'Kurtwood Smith']"
2012,Red Tails,58000000,49876377,50365498,5.9,125,Action,46.0,Anthony Hemingway,"['Cuba Gooding Jr.', 'Gerald McRaney', 'David Oyelowo', 'Andre Royo']"
2005,Just Like Heaven,58000000,48318130,100687083,6.7,95,Comedy,47.0,Mark Waters,"['Reese Witherspoon', 'Mark Ruffalo', 'Donal Logue', 'Dina Spybey-Waters']"
2013,The Internship,58000000,44672764,93672764,6.3,119,Comedy,42.0,Shawn Levy,"['Vince Vaughn', 'Owen Wilson', 'Rose Byrne', 'Aasif Mandvi']"
2008,Leatherheads,58000000,31373938,41348628,6.0,114,Comedy,56.0,George Clooney,"['George Clooney', 'Renée Zellweger', 'John Krasinski', 'David de Vries']"
2009,Did You Hear About the Morgans?,58000000,29580087,80480566,4.9,103,Comedy,27.0,Marc Lawrence,"['Hugh Grant', 'Sarah Jessica Parker', 'Sam Elliott', 'Elisabeth Moss']"
2008,Sex and the City,57500000,152647258,415247258,5.7,145,Comedy,53.0,Michael Patrick King,"['Sarah Jessica Parker', 'Kim Cattrall', 'Cynthia Nixon', 'Kristin Davis']"
2010,Resident Evil: Afterlife,57500000,60128566,295874190,5.8,96,Action,37.0,Paul W,"['Milla Jovovich', 'Ali Larter', 'Wentworth Miller', 'Kim Coates']"
2004,After the Sunset,57000000,28328132,38329114,6.2,97,Action,38.0,Brett Ratner,"['Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson', 'Don Cheadle']"
2001,Captain Corelli's Mandolin,57000000,25528495,62097495,5.9,131,Drama,36.0,John Madden,"['Nicolas Cage', 'Penélope Cruz', 'John Hurt', 'Christian Bale']"
2014,Into the Woods,56200000,128002372,212550576,5.9,125,Adventure,69.0,Rob Marshall,"['Anna Kendrick', 'Meryl Streep', 'Chris Pine', 'Emily Blunt']"
2003,Anger Management,56000000,135560942,195484552,6.2,106,Comedy,52.0,Peter Segal,"['Jack Nicholson', 'Adam Sandler', 'Marisa Tomei', 'Luis Guzmán']"
2005,The Pacifier,56000000,113006880,198006880,5.6,95,Action,30.0,Adam Shankman,"['Vin Diesel', 'Brittany Snow', 'Max Thieriot', 'Brad Garrett']"
2004,Walking Tall,56000000,46213824,47856383,6.2,86,Action,44.0,Kevin Bray,"['Dwayne Johnson', 'Ashley Scott', 'Johnny Knoxville', 'Michael Bowen']"
2019,Joker,55000000,335451311,1072507517,8.4,122,Crime,59.0,Todd Phillips,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy']"
1994,Forrest Gump,55000000,330151138,679838260,8.8,142,Drama,82.0,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field']"
2007,Alvin and the Chipmunks,55000000,217326974,362605033,5.2,92,Animation,39.0,Tim Hill,"['Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']"
2018,Bohemian Rhapsody,55000000,216303339,887040610,7.9,134,Biography,49.0,Bryan Singer,"['Rami Malek', 'Lucy Boynton', 'Gwilym Lee', 'Ben Hardy']"
2005,Hitch,55000000,177784257,366784257,6.6,118,Comedy,58.0,Andy Tennant,"['Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta']"
2000,Meet the Parents,55000000,166225040,330425040,7.0,108,Comedy,73.0,Jay Roach,"['Ben Stiller', 'Robert De Niro', 'Teri Polo', 'Blythe Danner']"
2006,The Pursuit of Happyness,55000000,162586036,307311093,8.0,117,Biography,64.0,Gabriele Muccino,"['Will Smith', 'Thandiwe Newton', 'Jaden Smith', 'Brian Howe']"
1995,Pocahontas,55000000,141579773,347100000,6.7,81,Animation,58.0,Mike Gabriel,"['Eric Goldberg', 'Mel Gibson', 'Linda Hunt', 'Christian Bale', 'Joe Baker']"
1978,Superman,55000000,134218018,300200000,7.4,143,Action,82.0,Richard Donner,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Marlon Brando']"
1996,The Nutty Professor,55000000,128814019,273814019,5.7,95,Comedy,62.0,Tom Shadyac,"['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller']"
2017,Fifty Shades Darker,55000000,114434010,381367046,4.6,118,Drama,33.0,James Foley,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford']"
2013,Captain Phillips,55000000,107136417,220648184,7.8,134,Action,82.0,Paul Greengrass,"['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener']"
2003,American Wedding,55000000,104354205,232354205,6.3,96,Comedy,43.0,Jesse Dylan,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eugene Levy']"
2014,The Equalizer,55000000,101530738,192903624,7.2,132,Action,57.0,Antoine Fuqua,"['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour']"
1995,Casper,55000000,100328194,282300000,6.1,100,Comedy,49.0,Brad Silberling,"['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty', 'Eric Idle']"
2010,Date Night,55000000,98711404,152269033,6.3,88,Comedy,56.0,Shawn Levy,"['Steve Carell', 'Tina Fey', 'Mark Wahlberg', 'Taraji P. Henson']"
2002,Maid in Manhattan,55000000,93932896,163838217,5.3,105,Comedy,45.0,Wayne Wang,"['Jennifer Lopez', 'Ralph Fiennes', 'Natasha Richardson', 'Stanley Tucci']"
1995,Crimson Tide,55000000,91387195,159387195,7.3,116,Action,66.0,Tony Scott,"['Gene Hackman', 'Denzel Washington', 'Matt Craven', 'George Dzundza']"
2005,Flightplan,55000000,89706988,214392904,6.3,98,Drama,53.0,Robert Schwentke,"['Jodie Foster', 'Peter Sarsgaard', 'Sean Bean', 'Kate Beahan']"
1994,Disclosure,55000000,83015089,212200000,6.1,128,Drama,58.0,Barry Levinson,"['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Caroline Goodall']"
1998,City of Angels,55000000,78750909,198750909,6.7,114,Drama,54.0,Brad Silberling,"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher', 'Dennis Franz']"
2014,Paddington,55000000,76223578,252410984,7.3,95,Adventure,77.0,Paul King,"['Hugh Bonneville', 'Sally Hawkins', 'Julie Walters', 'Jim Broadbent']"
1994,Stargate,55000000,71565669,196565669,7.0,116,Action,42.0,Roland Emmerich,"['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors']"
1999,Bowfinger,55000000,66458769,98699769,6.5,97,Comedy,71.0,Frank Oz,"['Steve Martin', 'Eddie Murphy', 'Heather Graham', 'Christine Baranski']"
1989,Tango & Cash,55000000,63408614,63408614,6.4,104,Action,41.0,Andrey Konchalovskiy,"['Albert Magnoli', 'Sylvester Stallone', 'Kurt Russell', 'Teri Hatcher', 'Jack Palance']"
1992,Death Becomes Her,55000000,58422650,149022650,6.6,104,Comedy,56.0,Robert Zemeckis,"['Meryl Streep', 'Bruce Willis', 'Goldie Hawn', 'Isabella Rossellini']"
2000,Shanghai Noon,55000000,56932305,71189835,6.6,110,Action,77.0,Tom Dey,"['Jackie Chan', 'Owen Wilson', 'Lucy Liu', 'Brandon Merrill']"
1996,Executive Decision,55000000,56679192,122079192,6.5,133,Action,62.0,Stuart Baird,"['Kurt Russell', 'Halle Berry', 'John Leguizamo', 'Oliver Platt']"
2013,Free Birds,55000000,55750480,110387072,5.8,91,Animation,38.0,Jimmy Hayward,"['Woody Harrelson', 'Owen Wilson', 'Dan Fogler', 'Amy Poehler']"
2008,The Forbidden Kingdom,55000000,52075270,129075270,6.5,104,Action,57.0,Rob Minkoff,"['Jackie Chan', 'Jet Li', 'Michael Angarano', 'Juana Collignon']"
2004,The Phantom of the Opera,55000000,51225796,153770052,7.2,143,Drama,40.0,Joel Schumacher,"['Gerard Butler', 'Emmy Rossum', 'Patrick Wilson', 'Miranda Richardson']"
2014,Muppets Most Wanted,55000000,51178893,79312301,6.4,107,Adventure,61.0,James Bobin,"['Ricky Gervais', 'Ty Burrell', 'Tina Fey', 'Steve Whitmire']"
1996,Evita,55000000,50047179,151947179,6.3,135,Biography,45.0,Alan Parker,"['Madonna', 'Jonathan Pryce', 'Antonio Banderas', 'Jimmy Nail']"
2016,Kubo and the Two Strings,55000000,48023088,77548122,7.7,101,Animation,84.0,Travis Knight,"['Charlize Theron', 'Art Parkinson', 'Matthew McConaughey', 'Ralph Fiennes']"
1998,Ronin,55000000,41610884,70692101,7.2,122,Action,67.0,John Frankenheimer,"['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård']"
2010,Burlesque,55000000,39440655,90552675,6.4,119,Drama,47.0,Steve Antin,"['Cher', 'Christina Aguilera', 'Alan Cumming', 'Eric Dane']"
1996,The Ghost and the Darkness,55000000,38564422,38564422,6.8,110,Adventure,46.0,Stephen Hopkins,"['Michael Douglas', 'Val Kilmer', 'Tom Wilkinson', 'John Kani']"
2008,Changeling,55000000,35739802,113805580,7.8,141,Biography,63.0,Clint Eastwood,"['Angelina Jolie', 'Colm Feore', 'Amy Ryan', 'Gattlin Griffith']"
2012,The Watch,55000000,34353000,67130045,5.7,102,Comedy,36.0,Akiva Schaffer,"['Ben Stiller', 'Vince Vaughn', 'Jonah Hill', 'Billy Crudup']"
2003,The Hunted,55000000,34234008,47213095,6.0,94,Action,40.0,William Friedkin,"['Tommy Lee Jones', 'Benicio Del Toro', 'Connie Nielsen', 'Leslie Stefanson']"
1999,Instinct,55000000,34105207,34105207,6.5,126,Drama,43.0,Jon Turteltaub,"['Anthony Hopkins', 'Cuba Gooding Jr.', 'Donald Sutherland', 'Maura Tierney']"
2008,Semi-Pro,55000000,33479698,43980363,5.8,91,Comedy,47.0,Kent Alterman,"['Will Ferrell', 'Woody Harrelson', 'André 3000', 'Maura Tierney']"
2018,Annihilation,55000000,32732301,43070915,6.8,115,Adventure,79.0,Alex Garland,"['Natalie Portman', 'Jennifer Jason Leigh', 'Tessa Thompson', 'Benedict Wong']"
2015,Crimson Peak,55000000,31090320,74966854,6.5,119,Drama,66.0,Guillermo del Toro,"['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston', 'Charlie Hunnam']"
2012,The Pirates! Band of Misfits,55000000,31051126,136143605,6.7,88,Animation,73.0,Peter Lord,"['Jeff Newitt', 'Hugh Grant', 'Salma Hayek', 'Jeremy Piven', 'Martin Freeman']"
2021,In the Heights,55000000,29879041,43583702,7.3,143,Drama,84.0,Jon M,"['Anthony Ramos', 'Corey Hawkins', 'Leslie Grace', 'Melissa Barrera']"
1996,Chain Reaction,55000000,21226204,60209334,5.6,107,Action,43.0,Andrew Davis,"['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz', 'Fred Ward']"
1996,The Fan,55000000,18582965,18582965,5.9,116,Action,32.0,Tony Scott,"['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo']"
2007,Elizabeth: The Golden Age,55000000,16285240,74870866,6.8,114,Biography,45.0,Shekhar Kapur,"['Cate Blanchett', 'Clive Owen', 'Geoffrey Rush', 'Jordi Mollà']"
2009,Imagine That,55000000,16222392,22438144,5.6,107,Comedy,54.0,Karey Kirkpatrick,"['Eddie Murphy', 'Thomas Haden Church', 'Yara Shahidi', 'Ronny Cox']"
2003,Gods and Generals,55000000,12882934,12923936,6.2,219,Biography,30.0,Ron Maxwell,"['Stephen Lang', 'Robert Duvall', 'Jeff Daniels', 'Donzaleigh Abernathy']"
2013,Bullet to the Head,55000000,9489829,22597969,5.7,92,Action,48.0,Walter Hill,"['Sylvester Stallone', 'Jason Momoa', 'Christian Slater', 'Sung Kang']"
2006,All the King's Men,55000000,7221458,9521458,6.1,128,Drama,37.0,Steven Zaillian,"['Sean Penn', 'Jude Law', 'Kate Winslet', 'Anthony Hopkins']"
2007,Lucky You,55000000,5755286,6521829,5.9,124,Drama,49.0,Curtis Hanson,"['Eric Bana', 'Drew Barrymore', 'Robert Duvall', 'Phyllis Somerville']"
1981,Superman II,54000000,108185706,190400000,6.8,127,Action,83.0,Richard Lester,"['Richard Donner', 'Gene Hackman', 'Christopher Reeve', 'Margot Kidder', 'Ned Beatty']"
2008,Seven Pounds,54000000,69951824,166617328,7.6,123,Drama,36.0,Gabriele Muccino,"['Will Smith', 'Rosario Dawson', 'Woody Harrelson', 'Michael Ealy']"
2005,Elizabethtown,54000000,26850426,50719373,6.3,123,Comedy,45.0,Cameron Crowe,"['Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon', 'Alec Baldwin']"
2005,The Dukes of Hazzard,53000000,80270227,109848461,5.1,104,Comedy,33.0,Jay Chandrasekhar,"['Seann William Scott', 'Johnny Knoxville', 'Jessica Simpson', 'Alice Greczyn']"
2009,Law Abiding Citizen,53000000,73357727,131159781,7.4,109,Action,34.0,F,"['Gerard Butler', 'Jamie Foxx', 'Leslie Bibb', 'Colm Meaney']"
2015,Black Mass,53000000,62575678,98837872,6.9,123,Biography,68.0,Scott Cooper,"['Johnny Depp', 'Benedict Cumberbatch', 'Dakota Johnson', 'Joel Edgerton']"
1997,Anastasia,53000000,58403409,139801096,7.1,94,Animation,61.0,Don Bluth,"['Gary Goldman', 'Meg Ryan', 'John Cusack', 'Christopher Lloyd', 'Kelsey Grammer']"
2001,Domestic Disturbance,53000000,45207112,54207112,5.6,89,Crime,29.0,Harold Becker,"['John Travolta', 'Nick Loren', ""Matt O'Leary"", 'Ruben Santiago-Hudson']"
2006,Flags of Our Fathers,53000000,33602376,63657941,7.1,135,Action,79.0,Clint Eastwood,"['Ryan Phillippe', 'Barry Pepper', 'Joseph Cross', 'Jesse Bradford']"
2007,Grindhouse,53000000,25031037,50187789,7.5,191,Action,77.0,Robert Rodriguez,"['Eli Roth', 'Quentin Tarantino', 'Edgar Wright', 'Rob Zombie', 'Kurt Russell', 'Rose McGowan', 'Danny Trejo', 'Zoë Bell']"
2012,Zero Dark Thirty,52500000,95720716,134612435,7.4,157,Drama,95.0,Kathryn Bigelow,"['Jessica Chastain', 'Joel Edgerton', 'Chris Pratt', 'Mark Strong']"
2008,Mamma Mia!,52000000,144130063,602891655,6.5,108,Comedy,51.0,Phyllida Lloyd,"['Meryl Streep', 'Pierce Brosnan', 'Amanda Seyfried', 'Stellan Skarsgård']"
2006,The Break-Up,52000000,118703275,205727307,5.8,106,Comedy,45.0,Peyton Reed,"['Jennifer Aniston', 'Vince Vaughn', 'Jon Favreau', 'Joey Lauren Adams']"
2010,Valentine's Day,52000000,110485654,217569328,5.7,125,Comedy,34.0,Garry Marshall,"['Julia Roberts', 'Jamie Foxx', 'Anne Hathaway', 'Jessica Alba']"
1995,Casino,52000000,42438300,110400000,8.2,178,Crime,73.0,Martin Scorsese,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods']"
2011,The Change-Up,52000000,37243418,75997067,6.3,112,Comedy,39.0,David Dobkin,"['Jason Bateman', 'Ryan Reynolds', 'Olivia Wilde', 'Leslie Mann']"
1998,The Thin Red Line,52000000,36400491,97709034,7.6,170,Drama,78.0,Terrence Malick,"['Jim Caviezel', 'Sean Penn', 'Nick Nolte', 'Kirk Acevedo']"
1999,Man on the Moon,52000000,34580635,47407635,7.4,118,Biography,58.0,Milos Forman,"['Jim Carrey', 'Danny DeVito', 'Gerry Becker', 'Greyson Erik Pendry']"
2003,Bulletproof Monk,52000000,23010607,26922492,5.4,104,Action,40.0,Paul Hunter,"['Chow Yun-Fat', 'Seann William Scott', 'Jaime King', 'Karel Roden']"
2018,Alpha,51000000,35851379,99624873,6.6,96,Action,63.0,Albert Hughes,"['Kodi Smit-McPhee', 'Jóhannes Haukur Jóhannesson', 'Marcin Kowalczyk', 'Jens Hultén']"
2006,Deck the Halls,51000000,35093569,46815807,5.0,93,Comedy,28.0,John Whitesell,"['Matthew Broderick', 'Danny DeVito', 'Kristin Chenoweth', 'Kristin Davis']"
2020,Greyhound,50300000,0,0,7.0,91,Action,64.0,Aaron Schneider,"['Tom Hanks', 'Elisabeth Shue', 'Stephen Graham', 'Matt Helm']"
2011,The Adjustment Bureau,50200000,62495645,126931325,7.0,106,Romance,60.0,George Nolfi,"['Matt Damon', 'Emily Blunt', 'Lisa Thoreson', 'Florence Kastriner']"
2009,The Twilight Saga: New Moon,50000000,296623634,687557727,4.8,130,Adventure,44.0,Chris Weitz,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Christina Jastrzembska']"
2001,Shrek,50000000,267655011,491812794,7.9,90,Animation,84.0,Andrew Adamson,"['Vicky Jenson', 'Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']"
2012,Ted,50000000,218665740,556016627,6.9,106,Comedy,62.0,Seth MacFarlane,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale']"
2014,22 Jump Street,50000000,191719337,331333876,7.0,112,Action,71.0,Phil Lord,"['Christopher Miller', 'Channing Tatum', 'Jonah Hill', 'Ice Cube', 'Nick Offerman']"
1991,Robin Hood: Prince of Thieves,50000000,165493908,390500000,6.9,143,Action,51.0,Kevin Reynolds,"['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio', 'Christian Slater']"
1996,Jerry Maguire,50000000,153952592,273552592,7.3,139,Comedy,77.0,Cameron Crowe,"['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger', 'Kelly Preston']"
1998,Patch Adams,50000000,135014968,202173000,6.8,115,Biography,25.0,Tom Shadyac,"['Robin Williams', 'Daniel London', 'Monica Potter', 'Philip Seymour Hoffman']"
2016,Central Intelligence,50000000,127440871,217194805,6.3,107,Action,52.0,Rawson Marshall Thurber,"['Dwayne Johnson', 'Kevin Hart', 'Danielle Nicolet', 'Amy Ryan']"
2013,Anchorman 2: The Legend Continues,50000000,127413176,172246223,6.3,119,Comedy,61.0,Adam McKay,"['Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell']"
2011,Super 8,50000000,127004179,257972745,7.0,112,Action,72.0,J,"['Elle Fanning', 'AJ Michalka', 'Kyle Chandler', 'Joel Courtney']"
2002,Mr. Deeds,50000000,126293452,171269535,5.8,96,Comedy,24.0,Steven Brill,"['Adam Sandler', 'Winona Ryder', 'John Turturro', 'Allen Covert']"
2000,Erin Brockovich,50000000,125548685,257805243,7.4,131,Biography,73.0,Steven Soderbergh,"['Julia Roberts', 'Albert Finney', 'David Brisbin', 'Dawn Didawick']"
2018,Creed II,50000000,115715889,213591522,7.1,130,Action,66.0,Steven Caple Jr,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']"
